tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_est_0,tau_est_1,tau_est_2,tau_est_3,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3
-0.553162,1.261096,2.088885,-0.692687,-2.756972,-0.597835,1.530957,0.421724,0.007769,-0.034247,0.056084,0.033657,-0.021391,-0.014893,0.126111,0.071818,-0.233719,-0.340238,-0.169105,0.823356
1.848061,1.154182,0.985338,-1.128472,-2.287561,-0.44778,1.943503,0.235419,0.007007,-0.034247,0.056813,0.041336,0.067146,0.028723,0.112759,0.057724,0.128402,0.367459,0.206656,0.769086
3.796206,1.854752,4.612215,3.714298,-0.645344,1.440199,10.119739,4.161684,0.010639,-0.029817,0.045631,0.035725,0.148989,0.045616,0.091824,0.068335,0.523022,0.204119,-1.728695,-1.449524
3.872879,1.264672,5.335835,1.505655,2.172335,-0.156633,7.633942,3.612251,0.02036,-0.027161,0.023417,0.022437,0.185981,0.044023,0.073824,0.00211,0.961928,0.435424,-2.03783,-1.006915
3.609116,1.069262,2.392649,-0.094195,2.05676,-0.307254,4.047202,1.595659,0.03236,-0.022732,0.009523,0.015645,0.20393,0.050099,0.029712,-0.005538,1.197917,0.557834,-0.943962,-0.21769
2.794132,0.345046,1.773961,-0.388407,2.588466,-0.269079,3.106951,0.533383,0.046823,-0.015646,0.002473,0.012988,0.213041,0.040295,0.013688,-0.021595,1.511749,0.666592,-0.746793,-0.238084
1.681237,0.121464,2.904092,-1.145075,1.826519,0.074348,3.807383,0.381927,0.066769,-0.007086,-0.007446,0.011217,0.215762,0.033687,0.035192,-0.042204,1.766759,0.550863,-0.919071,-0.095225
0.344708,-0.806938,3.708639,0.215956,1.416399,-0.567728,5.383064,1.479681,0.087814,0.002063,-0.021,0.00738,0.212884,0.023673,0.019945,-0.030778,2.016371,0.727619,-1.342507,-0.584953
0.245766999999999,-1.728356,2.635114,0.022421,0.413834,0.076258,3.215707,0.833385,0.108437,0.010031,-0.030363,0.001181,0.20628,0.011355,0.028165,-0.0371,1.589369,0.884038,-0.585957,-0.489723
-0.686084,-0.605942,2.783211,-1.112675,-0.888142,-0.304744,3.331219,0.529677,0.126379,0.015046,-0.035719,-0.002361,0.207691,0.011608,0.035408,-0.058294,1.766002,0.251401,-0.502518,-0.142825
-1.071956,-1.164928,3.327781,-1.940163,0.35573,-0.11258,3.738557,0.491285,0.143535,0.020652,-0.041651,-0.004427,0.203197,0.013996,0.05653,-0.095092,1.580063,0.482624,-0.436628,-0.163231
-1.230699,-0.601602,4.350276,-2.42981,6e-05,0.265105,3.970857,0.490481,0.158788,0.023306,-0.046054,-0.007674,0.198453,0.020917,0.096178,-0.141324,1.309487,0.264966,-0.397238,-0.45572
-0.948909,-0.19162,4.781661,-3.447644,-0.891299,0.223815,3.970239,-0.116425,0.169508,0.025369,-0.048162,-0.012102,0.191413,0.028489,0.136371,-0.1881,0.857792,0.14261,-0.084168,-0.476153
-1.04944,0.0771259999999999,4.723026,-5.18276,-1.367743,0.145919,4.671333,-0.572558,0.178343,0.026252,-0.047209,-0.01653,0.185225,0.033345,0.161447,-0.253772,0.645155,0.067832,0.246687,-0.374145
-1.010856,0.256048,5.311557,-6.57814,-1.308736,0.638195,5.256336,-1.25588,0.183601,0.027431,-0.044916,-0.020073,0.179705,0.036864,0.179167,-0.302791,0.437248,0.013471,0.145259,-0.244905
-0.737367,0.19938,5.36328,-7.66972,-0.952073,0.412509,4.439433,-2.164298,0.186795,0.027135,-0.043004,-0.022435,0.176858,0.033777,0.19195,-0.358069,0.194786,-6e-05,0.255285,-0.360565
-0.362367,-0.00149799999999997,5.209124,-8.536137,3.5e-05,0.113624,4.207096,-2.922293,0.187358,0.02743,-0.039567,-0.026569,0.173049,0.026928,0.188865,-0.389786,-0.069224,-0.006781,0.250838,-0.272144
-0.179763,0.15691,4.381841,-8.059245,0.237962,-0.188357,3.916184,-3.036235,0.185482,0.02684,-0.03613,-0.030112,0.169745,0.022099,0.164825,-0.381875,-0.185516,-0.14957,0.321017,-0.367415
-0.371948,-0.014578,3.910793,-8.003542,-0.475917,0.111765,3.391085,-3.225112,0.183424,0.024775,-0.033076,-0.033065,0.162452,0.010237,0.144463,-0.372259,-0.181036,-0.210781,0.263841,-0.238154
-0.709360000000001,-0.0785580000000001,2.877909,-8.051476,-0.35687,0.112353,1.871666,-3.524934,0.18174,0.022709,-0.028494,-0.035427,0.153602,0.004224,0.120783,-0.364019,-0.137735,-0.237996,0.427008,-0.081662
-0.732784,0.14316,2.248383,-7.970395,-0.178358,0.226715,1.521195,-4.357003,0.180059,0.019463,-0.024481,-0.035132,0.146563,-0.000244,0.098546,-0.361025,-0.219788,-0.367185,0.413646,-0.088465
-0.844512,0.185106,2.083378,-8.204783,-0.594524,0.263728,0.117026,-4.050687,0.177439,0.015332,-0.019517,-0.036313,0.139493,-0.001616,0.096923,-0.360694,-0.241799,-0.346773,0.413811,0.047629
-0.852978,0.537974,1.82798,-7.72827,-0.832159,0.112203,-0.234246,-4.049844,0.174439,0.011201,-0.014933,-0.035723,0.129311,-0.001237,0.095811,-0.357919,-0.363251,-0.455557,0.47031,-0.163315
-1.162729,0.538404,2.436181,-8.106746,-0.356488,0.188987,-0.410065,-4.162777,0.170494,0.007365,-0.009974,-0.036904,0.113765,-0.001885,0.118799,-0.35573,-0.411393,-0.407952,0.391572,0.068048
-1.788058,0.41128,2.782466,-7.681519,-1.306657,0.188692,-0.175798,-4.314933,0.165417,0.003529,-0.005582,-0.036017,0.088563,-0.001345,0.139118,-0.346544,-0.450916,-0.27875,0.417517,-0.040828
-1.592461,0.1426,3.293923,-7.817249,-1.127805,0.227109,1.055155,-3.902016,0.158452,0.000874,-0.001003,-0.035427,0.068565,-0.001619,0.163854,-0.329064,-0.776792,-0.108695,0.413751,0.238162
-1.559963,-0.209754,4.391243,-6.507437,-1.542301,0.189634,1.993581,-3.374596,0.15035,-0.001191,0.002625,-0.03336,0.054165,-0.004094,0.200788,-0.286581,-0.903256,0.061332,0.281416,0.088456
-1.709388,-0.162082,4.769982,-5.271318,-1.303982,0.341295,4.222722,-2.547644,0.140924,-0.00237,0.005868,-0.032474,0.028756,-0.010484,0.22659,-0.222642,-1.108246,-0.040669,0.374034,0.258559
-1.25786,-1.173012,5.234096,-3.48617,-1.125082,0.076192,4.809909,-1.7151,0.128848,-0.002959,0.008356,-0.028635,0.015106,-0.025726,0.23501,-0.136513,-1.361555,0.245001,0.216127,0.39461
-1.393782,-0.475292,4.270988,-1.489502,-0.828159,-0.416084,6.336185,-0.428452,0.115625,-0.004729,0.011608,-0.022435,0.014073,-0.045504,0.205016,-0.035755,-1.080269,-0.373979,0.282106,0.578251
1.154711,-1.754726,2.323943,1.912684,0.709046,-0.189865,7.040296,1.313919,0.102389,-0.005908,0.012186,-0.019188,0.052928,-0.052601,0.102713,0.074734,-1.442923,0.176968,-0.030384,0.217683
3.402755,-0.081778,-1.346462,3.428904,1.711357,-1.667793,5.162337,1.92366,0.087242,-0.007678,0.011045,-0.017416,0.119341,-0.03942,-0.057193,0.136066,-1.139645,-0.435241,-0.179744,0.204073
3.911358,0.899424,-4.086974,2.948529,2.948336,-1.101787,0.821027,1.703114,0.076817,-0.010924,0.007619,-0.013874,0.150347,-0.009056,-0.193439,0.122569,-0.668904,-0.421692,-0.469738,0.231273
2.369091,1.808298,-2.262427,0.744461,2.947332,-0.345771,-3.751436,1.177623,0.07207,-0.015352,0.001329,-0.012398,0.127737,0.02089,-0.153148,0.025543,-0.210373,-0.360519,-0.799749,0.102032
-0.156079,2.396028,-0.329621,0.46935,1.414708,-0.192166,-5.683388,-0.144595,0.071686,-0.018304,-0.004206,-0.015645,0.071951,0.049772,-0.041371,-0.048569,0.082677,-0.176874,-0.299752,-0.646225
2.399123,-2.75027,0.641636,-0.642248,11.248889,-4.925211,-3.105873,-0.979264,0.061838,-0.001773,-0.002689,-0.021549,0.026437,0.070256,0.058095,-0.076083,-1.819079,2.45557,0.438982,-0.360551
1.82845,0.756036,1.728205,-0.366132,2.352139,-0.639226,0.762051,-0.531519,0.041113,0.019778,0.000931,-0.023616,0.012117,0.125254,0.104124,-0.057854,-1.421655,1.204122,0.42581,-0.244909
0.496699,5.129908,2.499338,-0.307708,-1.938994,2.419555,1.58331,0.148139,0.031412,0.021254,0.005313,-0.025683,0.021841,0.170483,0.134087,-0.046155,-0.415842,-0.326519,0.360006,-0.102046
0.188544,4.162222,0.941791,-0.262025,5.9e-05,2.234057,1.408161,0.489018,0.026276,0.020369,0.012171,-0.026864,0.002596,0.155936,0.129226,-0.035711,-0.508672,-0.047606,0.992292,0.020425
1.490789,5.369254,0.677443,-0.352932,0.176164,2.802407,1.1744,-0.116377,0.019998,0.017121,0.022074,-0.026864,0.011985,0.161178,0.139053,-0.026284,-0.885622,-0.523772,1.123516,0.183716
2.065724,3.194258,1.288963,-0.347251,-0.11729,2.158317,0.881609,-0.229249,0.010287,0.014464,0.033876,-0.025092,0.021883,0.116405,0.161205,-0.025373,-0.829932,-0.068014,0.947131,0.170113
1.582184,2.092962,0.493548,-0.615972,1.582883,1.819841,0.588272,0.415156,0.002848,0.017712,0.046047,-0.02332,0.018404,0.104257,0.164291,-0.019654,-0.518862,0.251694,1.231276,0.353811
0.578433,1.370386,0.940829,0.261764,0.996252,1.213219,0.76559,-0.077476,-0.002113,0.019483,0.059535,-0.021843,-0.00367,0.063802,0.190226,-0.022795,-0.316464,-0.020408,1.163223,-0.142782
1.006447,0.622286,0.765533,-0.740524,1.171672,0.721193,1.355743,0.3,-0.00631,0.019483,0.071493,-0.019775,-0.011217,0.03433,0.201808,-0.024355,-0.589096,-0.088438,1.246171,0.313012
0.520487,1.64684,0.33784,-0.379589,0.7612,0.076697,0.472069,-0.038841,-0.012415,0.017121,0.084765,-0.018004,-0.02367,0.054329,0.192947,-0.022295,-0.457206,-0.2653,1.183355,0.136157
-0.420907,2.151784,-0.446715,-0.124688,-0.234153,0.492013,-0.590697,-0.188121,-0.016231,0.01535,0.09821,-0.017117,-0.046612,0.084355,0.196159,-0.025901,-0.321214,-0.040817,1.44772,-0.047456
-1.894295,2.330738,0.12336,-0.635237,-0.585188,0.945929,0.768757,-0.153114,-0.020437,0.017712,0.111262,-0.016819,-0.094452,0.113543,0.201258,-0.029702,-0.348115,0.272096,1.06327,0.156581
-2.954421,1.620996,0.00321300000000013,-0.011913,-2.223009,1.397645,0.177597,-0.151889,-0.024646,0.021845,0.122975,-0.017408,-0.141071,0.119416,0.211146,-0.037461,-0.560227,0.653067,1.100531,-0.244706
-5.689284,3.174606,-0.126153000000001,-0.393865,-5.907228,3.095136,0.296227,-0.000773,-0.027707,0.024207,0.13392,-0.019177,-0.199067,0.130027,0.205389,-0.039816,-0.154158,-3e-06,0.956439,-0.061055
-8.433558,3.43274,0.0225230000000003,-0.371976,-8.538673,3.886577,0.533626,-0.153021,-0.028279,0.023321,0.142781,-0.020653,-0.273507,0.130489,0.204508,-0.036609,-0.074711,-0.10885,0.760326,-0.013462
-10.756535,2.727082,-0.0995359999999996,-0.132536,-11.988422,4.146826,-0.177958,-0.150898,-0.029043,0.022731,0.15069,-0.023012,-0.342412,0.112273,0.19533,-0.031024,-0.10569,-0.020411,0.607768,-0.033882
-12.770408,2.541182,0.125948,0.116323,-15.145144,5.126946,0.118758,-0.114035,-0.029998,0.022436,0.157844,-0.024192,-0.399894,0.101246,0.203828,-0.024427,-0.087976,-0.088441,0.511826,-0.061099
-14.058768,2.225126,0.204523,0.667004,-17.7759,5.313155,0.95028,-0.041453,-0.03038,0.021845,0.163111,-0.025371,-0.434068,0.091934,0.213902,-0.017181,-0.035156,-0.061228,0.532626,-0.231127
-14.534557,2.341984,0.451048,0.309522,-19.589054,5.879238,0.83177,0.034626,-0.029996,0.021255,0.167248,-0.02596,-0.442999,0.095693,0.208896,-0.008676,0.039726,-0.054422,0.295076,0.061289
-14.826406,2.717118,-0.0743330000000004,0.351023,-20.116693,5.841719,-0.059315,-0.454236,-0.029039,0.020369,0.171389,-0.025369,-0.446099,0.105044,0.200348,-0.003158,0.114653,-0.088434,0.399154,0.102126
-14.007495,2.900416,-0.0915949999999998,0.145164,-20.411368,6.032092,0.535113,-0.304905,-0.027509,0.019188,0.174595,-0.023301,-0.419156,0.107252,0.18798,-7.9e-05,0.149925,-0.129248,0.21311,0.217693
-12.776327,3.237636,-0.126349,0.0539810000000001,-19.829239,5.807856,-0.178437,0.30357,-0.025595,0.017417,0.176296,-0.020644,-0.37552,0.112187,0.180677,0.005457,0.264476,-0.197268,0.117937,0.299272
-11.330984,3.104026,-0.140661,0.206008,-18.019322,5.319342,-0.416232,0.15266,-0.023109,0.015941,0.176868,-0.017988,-0.333005,0.111246,0.169905,0.008206,0.242312,-0.122438,-0.016707,0.224421
-10.200683,3.414164,-0.278582,0.363145,-16.443217,5.436865,-4.3e-05,0.189388,-0.020241,0.013874,0.175934,-0.015332,-0.29557,0.104552,0.15581,0.012793,0.282084,-0.346912,-0.112259,0.16999
-8.889897,3.077198,-0.512313000000001,0.530152,-14.28048,5.025373,0.475442,0.415638,-0.017946,0.010922,0.174245,-0.013857,-0.261623,0.101705,0.140252,0.017139,0.180601,-0.176854,-0.168756,0.122374
-7.757121,3.40309,-0.348740000000001,0.332942,-12.174895,4.498371,0.356626,-0.26578,-0.016417,0.009151,0.171804,-0.011791,-0.228484,0.107623,0.130846,0.023827,0.167388,-0.224465,-0.337605,0.278754
-6.595482,3.942816,-0.616555,0.77994,-11.942633,4.349852,-0.059412,8.5e-05,-0.014315,0.005904,0.168422,-0.009431,-0.190429,0.117379,0.121225,0.030467,0.215746,-0.299283,-0.281685,0.108755
-5.134055,3.972176,-0.598523,0.256407,-9.777855,4.087165,-0.890945,0.228207,-0.012595,0.003837,0.165037,-0.007071,-0.149474,0.123546,0.105738,0.035278,0.171645,-0.190453,-0.441976,0.401159
-3.822732,4.470464,-0.933605,0.460699,-8.432714,4.20262,-0.653061,-0.075356,-0.010304,0.001476,0.160522,-0.00412,-0.103938,0.129179,0.089523,0.039329,0.272771,-0.319687,-0.420685,0.312763
-1.875164,4.44175,-1.220938,0.651923,-6.091307,3.976871,-0.830798,0.037947,-0.008204,-0.001181,0.154872,-0.000579,-0.051728,0.133727,0.066446,0.04127,0.175912,-0.197255,-0.494856,0.197151
-0.214887,4.387982,-1.442627,0.408108,-4.217766,3.219962,-0.948972,-0.038354,-0.006105,-0.003247,0.148465,0.003552,0.001824,0.127148,0.044188,0.043266,0.246201,-0.238066,-0.582149,0.292371
1.57935,3.929556,-1.079073,0.251297,-1.933584,2.72747,-0.533464,0.378209,-0.003244,-0.005904,0.139789,0.007093,0.056196,0.114198,0.022536,0.04543,0.250525,-0.163248,-0.926126,0.353564
3.777299,3.340712,-0.817548,0.36713,1.172029,2.233524,-1.125237,-0.153009,-0.001528,-0.00797,0.130352,0.010043,0.114173,0.087062,0.004358,0.050293,0.136118,-0.244876,-1.166151,0.31956
4.259335,2.820008,-1.409312,1.105402,2.696352,1.625491,-0.710043,0.036755,0.001328,-0.012988,0.119208,0.012108,0.138813,0.04564,-0.019716,0.06067,0.27632,-0.530584,-1.031894,0.054324
5.024335,2.048334,-0.72958,0.741565,4.338575,1.091446,-0.886656,0.377052,0.003609,-0.018893,0.106161,0.014764,0.166424,-0.004131,-0.013725,0.073261,0.337095,-0.802737,-1.133785,0.36043
4.822326,-0.218354,0.378308,1.077346,6.216248,-0.732579,-0.708585,0.187865,0.005884,-0.025979,0.093099,0.017421,0.150124,-0.069997,0.004163,0.090439,0.113037,-0.551093,-1.300854,0.374052
3.037798,-2.056392,1.530881,1.717451,6.569296,-1.796671,0.94379,0.570178,0.007203,-0.032179,0.080401,0.020667,0.098181,-0.137016,0.063688,0.106776,0.073216,-0.544359,-0.974353,0.217637
-0.776799,-2.175448,3.069652,0.386913,5.396726,-2.47715,1.768234,0.87591,0.007378,-0.037791,0.069769,0.026571,-0.016401,-0.139796,0.118235,0.11008,-0.027733,-0.442351,-0.929001,0.850406
-3.462928,-0.17505,2.184992,0.296464,1.231973,-1.215373,2.415677,0.690184,0.007554,-0.042221,0.063674,0.034248,-0.094234,-0.077096,0.125306,0.110342,-0.049826,-0.4356,-0.322096,0.802943
-0.940579,1.78775,1.159884,-0.417429,-3.050342,0.049797,1.355222,0.006486,0.005056,-0.047834,0.06192,0.045176,-0.039951,-0.007757,0.113176,0.109071,-0.317333,-0.29272,0.060758,1.007402
1.528173,1.734378,0.634829,-0.451872,-2.697847,0.123659,1.119895,0.082163,0.002965,-0.046357,0.063579,0.054336,0.048692,0.029154,0.09591,0.105984,0.036136,0.265476,0.086723,0.871536
2.938696,2.876084,5.319571,2.1749,-2.346835,1.938842,10.770591,4.217596,0.007922,-0.045766,0.045939,0.052266,0.132258,0.04375,0.078286,0.09296,0.706532,-0.095302,-2.255448,-0.578775
3.83568,2.077394,6.455497,0.974139,2.348464,1.239787,9.21743,4.047198,0.016879,-0.044289,0.016496,0.04488,0.173421,0.044923,0.090391,0.003795,0.821645,0.299483,-2.304061,-1.000632
3.954687,1.460284,3.497301,1.229254,2.761359,-0.312522,3.986546,1.71471,0.026988,-0.038677,0.000331,0.035723,0.205249,0.052192,0.073274,0.017387,1.142224,0.632893,-0.836863,-0.843827
2.013055,0.186296,2.894267,0.856199,2.411387,0.220361,4.160129,1.447393,0.042042,-0.028933,-0.005179,0.02716,0.199319,0.038509,0.07485,-0.002275,1.74582,0.918482,-0.446771,-0.796037
1.57162,0.124122,4.12619,-0.846646,1.059986,-0.267178,5.446808,0.993845,0.059351,-0.019189,-0.010133,0.023026,0.204829,0.036191,0.088801,-0.033154,1.760055,0.768639,-0.82642,-0.278927
1.247198,-0.908508,5.220979,-0.458314,2.359101,0.187148,7.255903,1.713714,0.078905,-0.008268,-0.021012,0.019189,0.204193,0.02402,0.101935,-0.030163,1.568941,0.938574,-1.073652,-0.387743
-0.174136,-0.598924,5.840574,-0.086093,-0.059074,-8e-06,5.904878,1.747712,0.099363,0.001176,-0.03171,0.015056,0.200039,0.012488,0.133222,-0.035187,1.848898,0.469142,-0.858637,-0.584991
-0.124381,-1.698052,5.304605,-1.032892,-5.2e-05,-0.416585,7.303636,1.898664,0.117699,0.010325,-0.038975,0.011513,0.200166,0.013111,0.137602,-0.052657,1.505363,0.890816,-0.44509,-0.285679
-0.864599,-0.371016,5.562382,-1.892216,-0.829528,-0.342648,6.834344,1.291243,0.134871,0.01593,-0.042226,0.008856,0.198098,0.015789,0.16017,-0.086422,1.538772,0.183393,-0.251241,-0.244867
-0.640487,-0.688992,6.191204,-2.419153,-0.889767,-0.305543,7.766963,1.365765,0.147871,0.020356,-0.045287,0.005314,0.197762,0.020953,0.177669,-0.124645,1.193336,0.353451,-0.308652,-0.414911
-0.656625000000001,-0.716752,6.261443,-3.426798,-1.246857,-0.004328,6.772892,0.568516,0.159729,0.023601,-0.047584,0.001182,0.196676,0.025087,0.191581,-0.165818,0.974885,0.380666,-0.141159,-0.374101
-0.493943,-0.158312,5.704785,-4.343476,0.297208,0.37985,6.714302,0.301325,0.169321,0.025074,-0.047967,-0.004132,0.195068,0.02704,0.19045,-0.221404,0.697544,0.108646,0.12782,-0.544162
-0.756928,0.193492,5.628624,-5.395573,-0.535081,0.073578,6.423693,-0.950014,0.175711,0.026252,-0.04548,-0.00856,0.192971,0.028155,0.197294,-0.255401,0.680514,-0.068201,0.220363,-0.387726
-0.237555,-0.287584,5.437779,-6.293414,-0.356895,-0.039352,5.724541,-1.102918,0.18041,0.026546,-0.04223,-0.013578,0.189939,0.021942,0.201357,-0.302864,0.285535,0.074732,0.325948,-0.469368
-0.633977999999999,-0.0998539999999999,4.632422,-7.281349,0.833072,0.495836,5.083445,-2.277267,0.183416,0.026545,-0.038788,-0.016531,0.174968,0.018679,0.178928,-0.33554,0.169149,-0.068063,0.405239,-0.346938
-0.514256,0.066394,3.854515,-7.817101,-0.475892,0.414715,3.857899,-2.769158,0.184924,0.025364,-0.034201,-0.020074,0.174474,0.016694,0.143574,-0.353439,0.074253,-0.163247,0.29493,-0.258512
-0.252503,-0.129328,3.158133,-7.450069,0.416538,0.153032,2.689664,-3.0712,0.184744,0.023298,-0.030766,-0.024207,0.173115,0.006747,0.118061,-0.356498,-0.077256,-0.183601,0.281271,-0.428603
-0.255275000000001,-0.323272,2.214461,-7.125973,-7.3e-05,-0.265135,0.877323,-3.409111,0.183621,0.022118,-0.026949,-0.02775,0.16992,0.00273,0.100668,-0.349801,-0.11213,-0.129184,0.487982,-0.462651
-0.656359,-0.182852,1.5185,-7.879002,-0.237975,-0.11438,0.116984,-4.126933,0.182313,0.020053,-0.02122,-0.029522,0.15692,-0.001455,0.085648,-0.34686,-0.116198,-0.231194,0.5766,-0.027224
-0.553081,0.0364800000000001,1.560764,-8.067569,-0.535297,-0.15291,-0.175684,-3.8612,0.180255,0.016807,-0.01473,-0.030703,0.150644,-0.005095,0.084314,-0.349596,-0.241652,-0.34677,0.457668,0.047622
-0.907359000000001,0.205328,1.350864,-7.504109,-0.416226,-0.076607,-0.234336,-4.201727,0.177631,0.013266,-0.009005,-0.031293,0.136896,-0.004821,0.085797,-0.34942,-0.259183,-0.373969,0.509593,-0.224533
-1.039772,0.39946,1.817033,-7.940381,-0.534939,0.075026,-1.230582,-4.615703,0.174066,0.00884,-0.004617,-0.031588,0.122842,-0.003228,0.103242,-0.345393,-0.376534,-0.38075,0.439721,0.047628
-1.401106,0.658544,2.361032,-7.656904,-0.653605,-0.076282,-0.996514,-4.464839,0.169932,0.005299,-0.000229,-0.031293,0.103164,-0.001306,0.124087,-0.340835,-0.467887,-0.428347,0.373434,-0.040823
-1.840761,0.683708,2.985164,-7.587435,-1.128396,0.302767,0.175929,-3.937746,0.164853,0.001463,0.003394,-0.030997,0.083514,-0.000677,0.154108,-0.323608,-0.503052,-0.373954,0.391343,0.13608
-2.032265,0.208484,3.800964,-6.69354,-1.840167,0.000398,1.700983,-3.714394,0.158452,-0.001487,0.007401,-0.029521,0.053765,-0.003144,0.189671,-0.291275,-0.81589,-0.129097,0.377893,0.074845
-2.586041,0.043494,4.614125,-5.662901,-2.431999,0.152625,2.346821,-2.92089,0.149784,-0.003257,0.011023,-0.028635,0.023533,-0.00724,0.224782,-0.238822,-0.916372,-0.081492,0.364925,0.204113
-2.419297,-0.769816,5.135088,-4.217051,-1.244281,0.227895,4.284004,-1.977843,0.136585,-0.003845,0.014843,-0.024502,-0.000852,-0.019521,0.239277,-0.161073,-1.195499,0.149768,0.237881,0.401388
-2.044636,-0.301642,4.798612,-2.193386,-0.887888,-0.150939,5.458419,-0.766638,0.123938,-0.00473,0.017138,-0.019778,-0.005868,-0.041075,0.23198,-0.063976,-1.249287,-0.394354,0.286219,0.544218
0.0597569999999998,-1.00813,3.027263,1.181269,-0.059188,-0.833136,7.102331,0.747499,0.107307,-0.004728,0.018477,-0.01594,0.020602,-0.054647,0.138188,0.049269,-1.547216,-0.24472,-0.017244,0.224478
3.491237,-0.33954,-0.451196,3.006779,1.062291,-1.17481,5.633919,1.849532,0.08819,-0.006793,0.016576,-0.012398,0.098883,-0.044404,-0.022514,0.133449,-1.558491,-0.394395,-0.263027,0.319698
5.039287,0.68879,-3.720491,3.200285,3.596724,-1.518662,1.877512,1.778288,0.07606,-0.009744,0.013721,-0.009741,0.166585,-0.018977,-0.175826,0.138404,-0.935456,-0.48289,-0.509092,0.25167
3.775487,1.678092,-3.250112,1.086385,4.18371,-1.066815,-2.756159,1.137817,0.067709,-0.014466,0.007053,-0.007675,0.15055,0.004739,-0.177419,0.04231,-0.438026,-0.550971,-0.680844,0.08162
0.786556,2.273746,-0.516966,0.553297,2.298099,-0.307888,-5.392156,0.951258,0.06713,-0.020075,0.000186,-0.010627,0.101048,0.030772,-0.050778,-0.043456,0.200287,-0.374168,-0.378567,-0.687011
1.674381,-3.489058,0.66072,-0.58013,11.074675,-7.624087,-3.106664,-0.828685,0.064489,-0.010629,0.000941,-0.017712,0.04729,0.058092,0.052283,-0.075746,-1.138173,2.775344,0.311415,-0.43536
2.125305,-2.534746,1.845847,-0.523641,4.883335,-1.731935,0.644986,-0.682629,0.047954,0.020367,0.004751,-0.020073,0.024351,0.086899,0.11545,-0.064964,-1.475705,2.265353,0.460814,-0.299317
0.865769,3.948672,1.963957,-0.729951,0.058843,1.363156,1.525115,-0.343515,0.03634,0.02834,0.009514,-0.021549,0.018021,0.154068,0.128487,-0.044216,-0.753467,-0.088416,0.505184,0.081638
-0.197762,3.081646,1.514094,-0.421384,-0.352479,1.854327,0.762945,0.15001,0.029686,0.027454,0.015991,-0.02214,-0.004766,0.125641,0.135901,-0.037906,-0.504029,-0.068018,0.741828,0.013617
0.666552,4.697192,0.90297,-0.432538,-0.704618,2.762481,1.057256,-0.039977,0.023222,0.024502,0.026272,-0.02214,-0.003012,0.131187,0.139256,-0.026378,-0.792371,-0.748321,0.960815,0.163294
0.852986,3.078308,0.98392,-0.950751,0.29343,2.272436,0.176367,-0.076083,0.014665,0.017711,0.037308,-0.020959,-0.003817,0.086763,0.163672,-0.0247,-0.749928,-0.503374,1.08759,0.428613
0.165129,1.149548,0.693884,0.412787,0.586379,0.568806,1.294587,-0.192004,0.005709,0.016826,0.049664,-0.020662,-0.026228,0.058319,0.167038,-0.022105,-0.641462,0.047621,1.120233,-0.224431
-0.823731,0.244544,0.567783,-0.194302,0.234463,0.568325,0.588997,-0.190553,0.00056,0.017712,0.061248,-0.019776,-0.054643,0.046271,0.191745,-0.019378,-0.554187,0.306113,1.347321,0.102126
-1.558697,-0.333568,1.36782,-0.418276,-0.996067,0.907276,0.589581,0.112445,-0.004402,0.019483,0.074341,-0.017709,-0.074313,0.010178,0.212957,-0.027359,-0.444094,0.027209,1.04879,0.088513
-0.979839,0.770028,0.330672000000001,-0.487228,-0.937036,-0.03921,0.590144,0.415444,-0.010318,0.019188,0.087042,-0.016232,-0.072229,0.03125,0.203998,-0.024828,-0.593523,-0.204084,1.296614,0.136164
-1.335228,1.25577,-0.0398049999999999,-0.622843,-1.463418,0.073857,0.23635,-0.038329,-0.016234,0.017711,0.10124,-0.015936,-0.088088,0.066372,0.194545,-0.027235,-0.589831,0.10203,1.186215,0.170184
-3.420567,2.275814,-0.509494,-0.109256,-2.223635,0.792032,-0.591461,-0.415437,-0.020822,0.020074,0.115045,-0.015048,-0.134667,0.108179,0.194985,-0.029744,-0.282004,0.183668,1.253997,-0.129072
-5.129476,2.54919,0.2496,-0.230125,-4.387903,1.961835,0.473676,0.036844,-0.023693,0.023321,0.127132,-0.016227,-0.186383,0.130517,0.20914,-0.036304,-0.282337,0.333345,0.9003,-0.1359
-6.785688,3.628696,0.267532,-0.298311,-7.897164,3.394102,0.118502,0.113317,-0.025606,0.025093,0.137129,-0.018291,-0.227536,0.146503,0.208659,-0.042184,-0.140931,0.006802,0.760359,-0.149507
-9.519021,3.784976,-0.188862,0.424957,-10.529101,4.335985,0.830423,-0.570526,-0.02618,0.025388,0.146739,-0.020947,-0.299413,0.153368,0.207535,-0.03876,-0.022067,0.027212,0.854381,-0.435141
-11.664939,3.612598,-0.522391,0.445819,-13.219147,5.08812,0.652829,-0.002204,-0.026946,0.025978,0.154645,-0.023307,-0.366021,0.148212,0.195116,-0.033756,-0.101343,0.027211,0.767083,-0.353522
-13.731092,3.426432,-0.131830999999999,0.275076,-16.317916,5.575398,0.237621,-0.417462,-0.027901,0.025683,0.161041,-0.025076,-0.426753,0.134001,0.199446,-0.027666,-0.114364,-0.088446,0.545978,-0.169913
