tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_est_0,tau_est_1,tau_est_2,tau_est_3,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3
-0.348903000000001,-0.168194,-6.759124,-5.212978,-0.17852,0.074461,-9.701204,-4.865276,0.184065,0.044848,-0.038617,-0.030407,0.198338,0.038777,-0.279773,-0.270497,0.424229,-0.006968,0.365112,-0.394636
0.0566199999999999,0.12627,-6.955063,-5.510312,-0.178475,0.301681,-11.51701,-5.804148,0.187833,0.043075,-0.0348,-0.034541,0.202625,0.035486,-0.292255,-0.277817,0.23055,-0.17697,0.259344,-0.285794
0.256370000000001,-0.169786,-7.259924,-5.370785,-1.5e-05,-0.037866,-12.749773,-6.13723,0.189347,0.041303,-0.030604,-0.038676,0.203409,0.024756,-0.291832,-0.283995,0.1179,-0.163312,0.364612,-0.381095
0.0104600000000001,-0.11835,-8.101886,-5.108051,0.238,-0.415027,-13.57389,-5.827567,0.19011,0.039531,-0.02641,-0.04222,0.19519,0.020165,-0.30727,-0.284655,0.08367,-0.231315,0.540193,-0.476412
-0.0437279999999998,-0.00541000000000003,-8.478989,-5.914541,0.059515,-0.07539,-13.286465,-6.620807,0.190879,0.036579,-0.021829,-0.043401,0.193189,0.016898,-0.332472,-0.281072,0.062289,-0.29251,0.356457,-0.013617
0.0354150000000004,0.0290060000000002,-9.475477,-5.799209,-6.7e-05,-0.189359,-14.637846,-7.03043,0.191271,0.033627,-0.017631,-0.044583,0.190146,0.01555,-0.36641,-0.285808,-0.037395,-0.285658,0.378001,-0.115708
0.345400999999999,0.0860759999999999,-9.992469,-6.199585,0.595308,-0.110686,-15.989498,-7.21455,0.190535,0.030675,-0.013622,-0.044287,0.194544,0.015863,-0.382341,-0.28737,-0.102543,-0.265218,0.387247,0.061255
0.370137000000001,0.31121,-10.415159,-5.69939,0.654709,-0.224374,-16.639964,-7.550768,0.189236,0.027429,-0.009044,-0.044878,0.191231,0.017856,-0.392641,-0.288644,-0.150156,-0.2992,0.412617,-0.19738
0.229089,0.259376,-10.615864,-5.992285,0.416565,-0.149836,-17.172477,-7.659966,0.187743,0.025068,-0.005423,-0.045764,0.185196,0.016488,-0.399839,-0.291445,-0.159117,-0.258388,0.377732,-0.07487
-0.214193,0.31943,-10.632733,-6.031374,0.118909,-0.340463,-17.06181,-7.656991,0.186063,0.022413,-0.00085,-0.046945,0.170102,0.015382,-0.396303,-0.293645,-0.172221,-0.26518,0.373204,-0.068063
-0.978103,-0.015834,-10.370333,-5.725558,-0.356958,0.036766,-18.064946,-7.687632,0.184005,0.019757,0.00334,-0.048127,0.14668,0.010618,-0.386573,-0.289129,-0.164136,-0.129168,0.311254,-0.149746
-1.67378,-0.146024,-10.40016,-5.838074,-0.951755,-0.192158,-17.308222,-7.574172,0.181753,0.018577,0.007338,-0.049013,0.120089,0.006913,-0.3802,-0.278179,-0.24223,-0.101948,0.355855,0.054462
-2.23243,-0.303358,-10.134423,-5.293821,-1.308276,-0.192976,-17.077068,-7.651261,0.178561,0.017692,0.010199,-0.048127,0.093753,0.000332,-0.376544,-0.254434,-0.367925,-0.108721,0.232924,0.068073
-2.763867,-0.0974299999999999,-9.889481,-4.408519,-2.199299,-0.156868,-16.786963,-7.69035,0.173676,0.015923,0.012868,-0.047536,0.065773,-0.006359,-0.364081,-0.218431,-0.506369,-0.285515,0.232878,0.068072
-3.043275,-0.431946,-9.869803,-3.444957,-1.841348,0.147602,-16.614809,-6.746729,0.165779,0.014154,0.016303,-0.045764,0.028796,-0.015194,-0.351758,-0.169949,-0.875565,-0.224247,0.334139,0.170166
-3.900781,-0.570016,-9.313301,-1.739269,-2.433144,-0.155661,-15.795988,-6.145871,0.154863,0.011795,0.019164,-0.044287,-0.020806,-0.025328,-0.330157,-0.101334,-1.123817,-0.271837,0.290138,0.156547
-5.320994,-0.331018,-9.609165,0.0364310000000001,-2.43026,0.300099,-15.448106,-5.699379,0.141108,0.00855,0.023941,-0.039266,-0.086132,-0.036023,-0.326582,0.008467,-1.316203,-0.503086,0.423045,0.578447
-6.039156,-0.409954,-10.188998,3.353966,-3.669325,-0.495316,-13.924079,-3.669323,0.121859,0.006192,0.028151,-0.032179,-0.149655,-0.047814,-0.351907,0.150425,-1.731917,-0.605113,0.343774,0.605567
-5.807444,-0.400872,-11.788755,6.011993,-4.017058,0.03629,-13.397717,-1.822013,0.099552,0.003242,0.031209,-0.026864,-0.211138,-0.045473,-0.410748,0.267499,-2.533353,-0.530289,0.369915,0.673541
-7.0064,-0.52168,-12.390132,7.329909,-3.653882,-0.113847,-14.398874,-0.956296,0.069807,0.000588,0.033885,-0.020959,-0.295729,-0.014522,-0.446203,0.317408,-2.89368,0.03419,0.193966,0.564633
-7.547012,1.36133,-10.046313,6.764827,-4.878712,0.531132,-14.693811,0.287908,0.036949,-0.002067,0.035224,-0.016531,-0.368007,0.035609,-0.362045,0.270388,-3.313224,-0.115525,0.057294,0.204074
-14.706006,1.952014,-6.287111,3.563474,-24.285351,3.75392,-13.108748,0.246292,0.011248,-0.002362,0.037128,-0.01535,-0.425232,0.07903,-0.189815,0.127734,-0.285397,0.244873,0.306768,0.006813
-17.953862,1.672718,-1.110177,-0.096586,-20.373608,5.214251,-7.761365,-0.254274,0.022675,0.006494,0.040362,-0.014464,-0.449961,0.129363,0.016637,-0.01615,0.705801,1.006676,0.258526,0.027218
-12.980413,4.414748,2.382097,-1.231488,-16.258494,5.581855,-1.764114,-0.565497,0.018096,0.01594,0.041692,-0.014759,-0.432333,0.212984,0.150639,-0.067283,-1.392301,0.748286,0.170789,-0.040806
-12.911837,7.419092,2.8113,-1.159448,-21.812093,7.119434,0.999939,0.528517,0.004559,0.020959,0.045111,-0.01653,-0.40657,0.297741,0.198177,-0.079776,-0.738839,0.442184,0.507675,-0.210851
-12.378879,8.860098,2.112992,-1.536119,-21.517202,8.897622,1.765494,0.034822,0.003413,0.02214,0.05119,-0.01712,-0.34551,0.324733,0.206788,-0.084003,0.083287,0.108846,0.888479,-0.067978
-10.154634,9.141334,0.669045,-0.934351,-18.586123,9.052831,1.472602,-0.381558,0.003602,0.023026,0.062389,-0.018595,-0.28678,0.32683,0.185686,-0.070656,-0.004368,-0.013607,1.20669,-0.183587
-9.675459,7.920248,0.33799,-0.409559,-16.123126,8.603098,2.2e-05,-0.265068,0.003221,0.023026,0.075094,-0.020661,-0.273466,0.283406,0.181532,-0.059348,-0.004293,-0.054424,1.16148,-0.278808
-11.082859,6.406796,0.531514,0.138313,-14.832828,7.469618,0.236075,0.26439,0.002839,0.023026,0.08797,-0.024203,-0.315576,0.239307,0.187036,-0.037166,-0.030833,0.040817,0.972568,-0.231194
-12.544214,5.090916,0.499346,1.03273,-15.769924,7.08738,0.118199,-0.341164,0.001883,0.024502,0.09894,-0.027154,-0.366589,0.207352,0.20983,-0.02393,-0.176153,0.197292,1.136452,-0.476065
-13.792081,5.550268,0.923212,0.167713,-18.288905,7.195835,0.473063,0.490462,0.000548,0.024797,0.111413,-0.029514,-0.397521,0.204817,0.233709,-0.023881,-0.070167,-0.074834,1.067094,-0.013444
-14.716484,6.020568,0.0875570000000003,0.434615,-19.695625,7.421234,0.651331,-0.002648,0.000549,0.024206,0.125765,-0.030692,-0.418413,0.223531,0.233638,-0.023629,0.026407,-0.020409,1.304634,-0.12902
-15.142861,6.595066,0.114853,-0.491492,-21.337958,7.87178,0.533403,0.225024,0.00112,0.024502,0.138224,-0.029509,-0.429783,0.248873,0.226355,-0.026839,0.030628,0.068032,1.044211,0.279121
-15.98117,7.731606,-0.536262,0.121174,-22.335727,8.284499,0.534054,-0.305128,0.001691,0.025387,0.150481,-0.028621,-0.449655,0.291271,0.214103,-0.030285,0.09203,0.122457,1.063406,-0.081387
-17.208863,8.262134,-0.969013,0.082165,-24.273709,9.525901,-0.593696,-0.414113,0.003212,0.027159,0.160277,-0.028028,-0.480709,0.314356,0.195042,-0.037239,0.135814,0.176888,0.919069,-0.15622
-18.164451,8.29147,-0.814486,-0.132818,-24.62943,10.125913,-0.415812,-0.452691,0.004923,0.029226,0.168181,-0.028026,-0.507304,0.315587,0.183779,-0.040944,0.118253,0.14968,0.602218,-0.095066
-19.705664,8.669798,-0.445893,-0.273496,-26.390455,10.498708,-0.23765,-0.49128,0.005685,0.029816,0.173445,-0.028615,-0.553567,0.317902,0.18369,-0.039547,0.065922,-0.013609,0.351009,9.8e-05
-21.352422,8.420728,-0.237157,0.062613,-28.561731,10.908924,-0.653952,-0.300027,0.006256,0.030111,0.175699,-0.029204,-0.600306,0.313977,0.182464,-0.035401,0.061376,0.047626,0.203141,-0.108769
-22.717905,8.434242,-0.0459379999999995,0.19584,-30.382803,11.546011,0.475842,-0.343092,0.007398,0.030702,0.177384,-0.03068,-0.634905,0.310029,0.181068,-0.027742,0.11865,-0.027216,0.069019,-0.061195
-23.351748,8.64521,-0.045967,0.209638,-32.263371,11.7695,0.475848,-0.343074,0.008924,0.030111,0.177573,-0.030384,-0.650728,0.312388,0.175742,-0.020366,0.131964,-0.08845,9.6e-05,0.020406
-23.576226,8.726428,0.103595,0.317946,-33.381448,12.186079,0.178306,0.302136,0.010451,0.02893,0.177387,-0.030089,-0.653103,0.3121,0.178432,-0.013019,0.175918,-0.115664,-0.038735,0.054402
-22.995839,9.013068,-0.0506509999999998,0.400526,-32.856539,11.697262,0.475732,-0.115734,0.011787,0.028045,0.17664,-0.028909,-0.64072,0.328027,0.169459,-0.003095,0.079047,-0.006804,-0.064437,0.122412
-22.302815,9.179552,-0.228847,0.483084,-34.562447,12.334393,0.356596,0.566571,0.01331,0.028636,0.176083,-0.027433,-0.611379,0.338703,0.160734,0.002227,0.21935,0.061229,-0.077439,0.129208
-20.476577,9.412868,-0.5556,0.612544,-33.158722,12.184774,0.416147,0.074081,0.015024,0.028931,0.175149,-0.025957,-0.563247,0.341786,0.145689,0.009425,0.118546,-0.013609,-0.09045,0.136003
-19.286095,9.892098,-0.773134,0.351581,-31.109793,12.0031,0.118917,-0.114057,0.017312,0.02775,0.173464,-0.023892,-0.512129,0.346147,0.123562,0.015195,0.37783,-0.170094,-0.237208,0.312797
-17.609396,9.53352,-1.074903,0.555327,-27.829838,11.710092,-0.831982,0.040483,0.020742,0.026569,0.170654,-0.020646,-0.467338,0.342992,0.106907,0.019517,0.263298,-0.020415,-0.259386,0.224374
-15.953032,9.90511,-0.872232,0.245368,-26.483068,11.450635,-0.237593,-0.113006,0.022649,0.025388,0.166335,-0.017401,-0.420589,0.340591,0.088511,0.024505,0.219851,-0.22451,-0.536684,0.401141
-14.82274,9.802034,-1.077638,0.228645,-25.254929,11.19407,-0.178047,-0.378371,0.02551,0.022731,0.161072,-0.014451,-0.382944,0.340848,0.069448,0.028962,0.263425,-0.129262,-0.606481,0.42834
-13.327325,9.522152,-1.000652,0.387772,-22.733507,10.555042,-0.712105,-0.112469,0.027794,0.022731,0.154864,-0.011205,-0.340953,0.336961,0.052378,0.034219,0.21059,-0.047626,-0.780749,0.373914
-12.288183,9.93067,-1.281262,0.381948,-21.327418,10.334596,-0.889555,-0.150422,0.030271,0.020664,0.147141,-0.008549,-0.302498,0.331731,0.027125,0.038819,0.320634,-0.29933,-0.859569,0.401126
-10.598486,9.332028,-1.470735,0.47123,-19.099012,9.13109,-0.829538,-0.264478,0.033319,0.018302,0.136961,-0.005599,-0.254699,0.317578,0.002684,0.043709,0.258928,-0.176874,-0.943095,0.380735
-9.186432,8.999092,-1.980431,0.970114,-17.63422,9.176199,-1.124813,0.00044,0.036748,0.01535,0.125827,-0.002944,-0.206664,0.294912,-0.034494,0.052174,0.333506,-0.306116,-1.013797,0.203918
-7.476249,7.84228,-2.25386,1.644587,-15.109799,8.085456,-1.064425,-0.037873,0.039604,0.012692,0.112225,6e-06,-0.157961,0.256415,-0.075509,0.063059,0.280737,-0.265295,-1.219745,-0.034131
-6.029818,6.591118,-2.71006,1.581311,-12.937373,7.220765,-1.240274,0.226917,0.042649,0.00974,0.096524,0.00207,-0.114097,0.210851,-0.118658,0.080005,0.271854,-0.278894,-1.334745,0.183532
-5.020373,4.798718,-1.993228,2.591939,-9.999018,6.16667,-1.297476,0.188702,0.045313,0.006198,0.078718,0.00443,-0.082344,0.136226,-0.1303,0.101025,0.276189,-0.448939,-1.616111,-0.088532
-4.712026,2.173206,0.0534979999999998,2.923255,-9.059512,5.18633,-0.58893,0.643398,0.047595,0.002065,0.060507,0.0062,-0.076771,0.050018,-0.083981,0.124211,0.179608,-0.367308,-1.832849,0.01351
-6.569484,0.390084,3.437907,1.535531,-7.825719,3.562535,0.411599,0.682046,0.050064,-0.003543,0.041697,0.010628,-0.118888,-0.040422,0.008826,0.132447,0.328082,-0.748227,-2.129841,0.754972
-8.667291,-1.125406,4.693239,0.64219,-7.88656,1.787628,2.701136,0.875506,0.052909,-0.009742,0.023232,0.019189,-0.18275,-0.079453,0.116407,0.130863,0.209613,-0.482962,-1.181932,1.07483
-7.68731,0.0503640000000001,5.231025,-0.174536,-10.124997,2.098004,3.755926,1.259316,0.054992,-0.014761,0.014256,0.031294,-0.156184,-0.044374,0.189175,0.121206,0.148075,-0.469377,-0.429025,1.211168
-3.841081,1.497116,4.518069,-1.806183,-11.069603,1.65056,3.522325,0.809501,0.057642,-0.019485,0.014384,0.049311,-0.032615,0.023615,0.226205,0.094158,0.341043,-0.102058,0.388728,1.463679
-0.832699,2.225978,5.331395,4.265522,-8.188446,2.135417,9.68626,5.563625,0.0641,-0.017123,0.014966,0.046652,0.090797,0.06569,0.215723,0.095288,0.883547,0.129206,-0.156235,-1.524811
2.582967,2.145806,5.913499,5.432823,-0.943161,1.629844,10.440774,5.434315,0.073398,-0.015057,0.008939,0.023026,0.179187,0.076875,0.205744,0.074339,0.559824,0.306077,-0.496687,-2.074999
3.294204,1.293416,4.114383,1.30542,2.241334,-0.115851,8.267064,2.279608,0.080041,-0.008858,0.004762,0.011217,0.211639,0.083681,0.160569,0.042755,0.655863,0.741377,-0.109604,-0.258485
3.50038,0.570096,3.805325,-0.167926,2.301887,-0.529959,6.449873,1.559844,0.08895,0.000882,0.005332,0.013874,0.241328,0.086537,0.150845,0.026748,0.916425,0.999777,-0.08375,0.244888
2.621408,-0.0775979999999996,5.43975,-1.515713,3.367313,-0.601099,8.264904,1.753476,0.099733,0.011803,0.000941,0.017712,0.243311,0.083121,0.160831,-0.014073,1.201911,1.108569,-0.72125,0.360544
1.846688,-0.645102,6.255206,-0.403263,0.828002,-0.565744,8.610639,2.133336,0.113896,0.021542,-0.008028,0.019778,0.243134,0.074851,0.155304,-0.012679,1.338321,1.122186,-1.085953,-0.204081
1.034897,-1.0519,5.823617,0.303755,0.355479,0.342317,8.662009,2.546573,0.130288,0.032462,-0.018141,0.01535,0.238885,0.062691,0.151118,-0.016035,1.382999,0.979385,-0.796071,-0.54419
0.231189,-1.581606,5.172501,0.406904,1.186461,-0.333674,7.312204,2.352176,0.147211,0.041908,-0.024058,0.008561,0.238598,0.052667,0.160675,-0.021961,1.483678,0.952188,-0.277088,-0.584977
-0.738546,-0.576816,5.263972,-0.339641,0.47521,-0.337195,7.77805,1.969845,0.163166,0.049285,-0.027305,0.001181,0.233354,0.05089,0.163875,-0.04723,1.597563,0.312483,-0.242236,-0.435317
-1.198722,-0.580844,6.411039,-1.784513,-0.118992,-0.038832,7.542639,1.817009,0.176296,0.053415,-0.02979,-0.001476,0.225336,0.048532,0.206207,-0.090813,1.457561,0.217177,-0.255557,-0.224456
-0.781000000000001,-0.548718,7.060505,-3.107761,-0.118805,0.642393,7.658181,1.210201,0.188482,0.056068,-0.032085,-0.003247,0.22218,0.05045,0.24293,-0.137352,0.980215,0.190089,-0.092565,-0.122432
-0.970661,-0.748482,7.720719,-4.538459,-0.774958,-0.158747,7.0737,0.755197,0.198222,0.057835,-0.031894,-0.004723,0.213847,0.046016,0.285743,-0.201498,0.758768,0.196956,0.110103,-0.190458
-1.190222,0.011732,8.445285,-5.875524,0.357985,0.192739,8.361561,0.601133,0.205906,0.058126,-0.02941,-0.008561,0.202604,0.046248,0.324605,-0.259363,0.537326,-0.184036,0.202545,-0.197263
-0.861969,-0.361574,8.58811,-6.425375,0.596593,-0.032098,9.123853,0.18276,0.2091,0.057238,-0.026544,-0.010627,0.191953,0.035654,0.347262,-0.297572,0.130912,-0.142973,0.37852,-0.374125
-0.341706000000001,-0.387364,8.378237,-7.97065,0.119254,-0.112476,9.127875,-1.410172,0.208938,0.054581,-0.021196,-0.014169,0.189938,0.023984,0.347747,-0.331363,-0.161647,-0.265273,0.422669,0.0204
-0.184638,-0.483968,7.923607,-7.946389,-0.298289,-0.154031,8.487654,-1.372636,0.2069,0.051924,-0.016231,-0.01535,0.187942,0.017203,0.342248,-0.341369,-0.239446,-0.278831,0.519184,-0.102043
-0.0680879999999994,-0.158928,8.26653,-8.336643,1.073312,0.349285,8.549381,-1.713224,0.20356,0.047792,-0.011457,-0.014464,0.1811,0.009397,0.352987,-0.350651,-0.359006,-0.496461,0.422285,-0.034016
-0.132214,0.0517020000000004,7.994079,-8.706508,1.132484,0.462307,7.967108,-2.243523,0.199849,0.04248,-0.006305,-0.01535,0.172839,0.005214,0.354274,-0.356536,-0.406568,-0.584841,0.510198,0.088429
-0.160288,0.21279,7.617321,-8.473368,-0.178889,-0.531228,7.795584,-2.129714,0.195012,0.035988,0.000564,-0.01476,0.16641,0.003641,0.350243,-0.369476,-0.420391,-0.5916,0.562327,-0.197266
-0.216929,0.539178,7.18566,-9.806074,0.059586,0.151781,7.857847,-2.546069,0.190727,0.02979,0.006475,-0.013874,0.157024,0.001978,0.337847,-0.391968,-0.481338,-0.686769,0.54932,0.176862
-0.467481999999999,0.630122,7.160737,-9.787594,-0.416592,-0.228771,6.629238,-2.886009,0.185685,0.023003,0.011811,-0.014464,0.145491,0.003211,0.331962,-0.4076,-0.469654,-0.611941,0.421519,-0.020403
-0.454348,0.956416,6.812668,-10.121689,0.356914,0.341815,6.631435,-3.491748,0.180068,0.016512,0.016003,-0.013874,0.133766,0.005785,0.322215,-0.424727,-0.583111,-0.639113,0.421316,-0.074818
-0.643011999999999,0.957438,6.608597,-10.556099,-0.713243,0.18816,5.75349,-4.135182,0.174062,0.011201,0.020953,-0.015054,0.12008,0.008215,0.315136,-0.436209,-0.623179,-0.523509,0.372989,0.013612
-1.029348,1.20784,6.377156,-10.825465,0.35658,0.644249,5.520296,-3.982999,0.168238,0.006185,0.024763,-0.013874,0.102682,0.009731,0.307225,-0.444171,-0.632556,-0.55073,0.342197,0.03402
-1.185131,0.660814,6.632545,-10.514307,-1.424964,0.2647,4.993124,-3.641634,0.161464,0.002054,0.028189,-0.013874,0.084221,0.009581,0.314536,-0.438255,-0.759187,-0.217502,0.263065,-0.047609
-2.122029,1.053028,6.720399,-10.461643,-0.889967,0.606084,4.759269,-4.323164,0.153742,-0.000601,0.031043,-0.014169,0.050689,0.009117,0.326524,-0.426648,-0.742413,-0.380744,0.333313,0.074834
-2.682258,0.734216,6.931754,-10.199823,-1.956512,0.833809,5.642415,-4.134239,0.144507,-0.002075,0.03523,-0.012398,0.023923,0.005176,0.342666,-0.411139,-0.769091,-0.258343,0.377073,0.115649
-2.89198,0.511648,7.207109,-9.862021,-2.369394,0.4934,5.703256,-3.943415,0.133189,-0.003255,0.039988,-0.00915,-0.006351,0.000205,0.357385,-0.380775,-0.99596,-0.203924,0.363908,0.285698
-2.433189,-0.749666,7.190874,-9.102554,-2.426114,0.228259,6.116406,-3.146882,0.12035,-0.003253,0.043412,-0.006198,-0.037971,-0.009187,0.36436,-0.332208,-1.554023,0.285823,0.416413,0.476152
-2.877601,-0.215616,6.673742,-7.399859,-1.89114,0.568966,6.883163,-2.878729,0.104849,-0.003842,0.047595,-0.000885,-0.06704,-0.022356,0.344675,-0.252802,-1.569257,-0.169902,0.376629,0.550967
-1.996427,-0.604894,5.146176,-4.059398,-0.649214,0.303233,7.414737,-1.624853,0.088382,-0.003546,0.051204,0.004724,-0.061697,-0.050908,0.274546,-0.125546,-1.628169,-0.407983,0.218687,0.401324
2.804418,-1.530558,1.902021,-0.331519,-0.648205,-0.832804,6.945268,-0.409869,0.06753,-0.004725,0.053479,0.009447,0.033478,-0.077502,0.137928,0.032646,-1.998119,-0.326376,0.104602,0.455747
7.488016,-1.886338,-2.968524,2.657163,4.118149,-1.630921,3.825974,0.157006,0.047973,-0.0062,0.053854,0.01417,0.174841,-0.073155,-0.07054,0.155829,-1.523818,-0.061156,-0.070663,0.442156
10.280382,-0.279294,-6.005221,2.407141,6.817461,-2.317498,-2.118933,0.488232,0.03485,-0.011809,0.052897,0.018599,0.293476,-0.056943,-0.204524,0.144272,-0.614236,-0.537363,-0.215152,0.367342
9.464237,1.33916,-2.543126,-0.372381,8.581094,-2.250191,-7.119798,0.362437,0.034838,-0.020075,0.048709,0.022732,0.331949,-0.033489,-0.087697,0.011101,0.467324,-0.87079,-0.433512,0.040803
7.416753,1.721418,-0.052792,-1.340358,15.354818,-3.527296,-8.414805,-1.227168,0.045652,-0.029228,0.050048,0.018303,0.293537,0.006832,0.109324,-0.089731,0.629611,-0.319809,0.767346,-0.680246
12.440212,-1.770022,1.648632,-3.091979,21.741324,-6.355856,-3.592648,-1.671937,0.032182,-0.015942,0.061446,0.015352,0.266518,0.042519,0.217694,-0.125193,-2.119226,1.761926,1.128784,-0.210823
8.941469,0.540242,2.127435,-1.732198,11.267662,-3.368983,1.473862,-0.528777,0.016773,0.001476,0.073786,0.008563,0.232602,0.113351,0.234787,-0.109695,-0.693727,1.408004,0.948795,-0.612126
5.581512,2.480822,1.79436,-1.129853,7.27835,-0.411697,1.062189,-0.416576,0.018866,0.007675,0.08573,3e-06,0.20516,0.111228,0.24272,-0.097966,0.469389,0.312884,1.065195,-0.659686
6.108208,4.635668,0.259875000000001,0.414128,7.925935,0.535554,0.945216,0.188239,0.021913,0.007675,0.099925,-0.009736,0.199699,0.151314,0.225698,-0.067162,0.057151,-0.163249,1.442225,-0.924889
7.461713,3.336694,0.210197,0.253194,7.630452,-0.410479,3.8e-05,-0.265084,0.018675,0.009151,0.116167,-0.020361,0.21555,0.143048,0.233832,-0.058649,-0.285544,0.340108,1.365714,-0.605197
6.914398,1.484244,0.319127,0.374756,9.154583,-0.253721,1.125269,0.450109,0.015622,0.014464,0.12955,-0.028329,0.190308,0.102939,0.238543,-0.053593,-0.400194,0.585003,1.202849,-0.503178
5.126575,0.901434,0.15843,0.448808,7.568427,-0.140717,-0.592983,-0.034952,0.01257,0.016826,0.142913,-0.035118,0.143731,0.053223,0.246449,-0.039458,-0.26797,0.095238,1.214985,-0.278654
3.380965,0.659158,0.196889,0.347815,6.452548,-0.785822,-0.059421,0.151795,0.010283,0.017416,0.157389,-0.040724,0.094588,0.037574,0.255768,-0.040937,-0.215145,-0.027209,1.131293,-0.17657
2.934274,0.232838,-0.0317910000000001,0.939803,4.750581,-1.204666,-0.237905,0.342337,0.007995,0.018007,0.170723,-0.044558,0.079773,0.034385,0.26179,-0.039593,-0.211022,0.129251,1.154233,-0.407839
3.184768,0.642472,-0.711223,0.36912,4.045881,-0.523619,0.178435,0.225866,0.004942,0.019778,0.182553,-0.04603,0.078602,0.049357,0.243034,-0.041028,-0.303334,0.122449,1.111624,-0.122035
3.262772,1.476384,-0.80567,0.410691,3.282845,-0.713538,-0.417062,0.078936,0.001696,0.022435,0.195122,-0.047501,0.08988,0.082079,0.240652,-0.040836,-0.088166,0.156468,0.97196,-0.122033
2.442365,2.720286,-0.809404,0.473714,4.39682,-0.597202,-0.536483,-0.147086,0.001883,0.024502,0.202801,-0.048974,0.07365,0.129238,0.231513,-0.04197,0.03474,0.210897,0.763602,-0.149307
1.839161,2.628886,-0.957313,0.669338,2.462325,0.724869,0.178957,-0.001495,0.001876,0.028045,0.209169,-0.049561,0.054631,0.138353,0.212148,-0.045081,0.003632,0.340177,0.515894,-0.278669
0.55184,2.192634,-0.455456,0.285444,1.231288,0.911786,0.059502,0.302389,0.002437,0.032474,0.212722,-0.050445,0.021163,0.129603,0.210008,-0.043373,0.051785,0.360618,0.193803,-0.054322
-1.760263,2.516136,-0.408221000000001,0.470054,-0.117259,1.476004,0.775636,0.296065,0.003,0.035722,0.213461,-0.051625,-0.041805,0.133656,0.194288,-0.042077,0.096044,0.210942,-0.035552,-0.115677
-4.408808,2.168552,-0.059324,0.68854,-3.049676,2.29995,-0.178942,-0.149835,0.004903,0.036903,0.212701,-0.052807,-0.110541,0.1169,0.203017,-0.031801,0.184134,0.115679,-0.091388,-0.081695
-5.616003,2.453652,-0.21306,0.803538,-6.217462,2.89564,-6.2e-05,0.113582,0.006426,0.037494,0.211577,-0.052808,-0.146751,0.118375,0.194099,-0.01795,0.127404,-0.013611,-0.111945,0.033956
-6.984853,2.543056,-0.0229650000000006,0.619386,-8.975623,2.924763,2e-05,-0.037861,0.008332,0.037494,0.209714,-0.051627,-0.180203,0.125438,0.191651,-0.012165,0.193064,0.047632,-0.214305,0.183582
-8.105127,2.690562,-0.145777,0.533015,-10.972835,3.598551,0.655967,0.146125,0.011187,0.03838,0.207305,-0.048381,-0.199836,0.13487,0.181272,-0.004212,0.359661,0.102069,-0.252524,0.285605
-9.277961,3.361464,-0.260364,0.184403,-11.740457,3.858802,0.178715,0.301589,0.016135,0.039562,0.204333,-0.04484,-0.223644,0.158869,0.167245,0.001163,0.442848,0.108873,-0.333418,0.482836
-9.612443,3.522436,-0.552815,0.299167,-12.9185,4.684913,-0.178737,-0.150293,0.019748,0.041038,0.201366,-0.040118,-0.237879,0.168887,0.158013,0.001769,0.297749,0.156517,-0.265505,0.374004
-10.062514,3.560176,-0.692576,0.077591,-14.273797,5.017275,0.178778,-0.152505,0.023548,0.04281,0.197271,-0.034806,-0.24218,0.170556,0.141053,0.003111,0.381017,0.136102,-0.356437,0.435167
-10.896359,3.661172,-0.702721,-0.162327,-14.690539,5.430326,-0.357249,-0.03621,0.028303,0.043105,0.192421,-0.028904,-0.255732,0.16968,0.127112,0.003221,0.477567,0.068039,-0.465002,0.482726
-11.226151,3.334092,-0.766651,-0.24135,-15.518823,5.651528,-0.714139,-0.035063,0.032674,0.043991,0.187181,-0.024773,-0.265777,0.152404,0.11165,0.004189,0.390183,-0.040851,-0.560812,0.4827
-11.734785,3.027576,-0.824977,-0.310512,-16.347176,5.26985,-0.178358,-0.302441,0.037051,0.043105,0.181372,-0.020348,-0.272432,0.140393,0.094453,0.008022,0.45144,-0.054468,-0.673999,0.509881
-11.85444,2.40001,-0.957816,0.307512,-16.765023,5.227873,0.17832,-0.000459,0.04161,0.043695,0.173486,-0.016808,-0.273064,0.12324,0.073844,0.010712,0.420425,-0.00683,-0.766617,0.190244
-11.759658,2.222102,-1.269627,0.704168,-17.065431,5.492178,-0.47508,-0.339877,0.046555,0.042514,0.16465,-0.014154,-0.264161,0.11386,0.048643,0.018896,0.442299,-0.040861,-0.815274,0.061041
-11.691474,2.328448,-1.181737,0.206421,-16.424348,5.229546,-1.127632,0.683675,0.051495,0.041923,0.154486,-0.011796,-0.250745,0.106832,0.021133,0.020929,0.556537,-0.190589,-1.076044,0.305852
-10.597061,1.62508,-1.462071,0.840805,-16.607175,4.358941,-1.067052,-0.112173,0.056437,0.040741,0.142238,-0.009731,-0.223342,0.095362,-0.011151,0.022798,0.402398,0.006775,-1.186327,-0.01379
-9.809399,1.113734,-1.650374,0.0442300000000001,-14.905287,4.25173,-1.125132,0.076947,0.061562,0.040444,0.129033,-0.007962,-0.189467,0.075751,-0.045881,0.022086,0.511692,-0.027262,-1.361238,0.353485
