Time,w_f_0,F_0,N1_0,N2_0,P3_0,T5_0
4.475,0.7,30.14167097905,6747.07064788234,12502.8244799317,1338.77027444556,1124.45669833195
4.48,0.7,27.7322864347533,6738.78703774255,12494.863688028,1334.82852674712,1123.87658557964
4.485,0.7,26.9892858438698,6738.04403715167,12494.1206874371,1334.08552615624,1123.13358498876
4.49,0.7,31.137749229682,6742.19250053748,12498.2691508229,1338.23398954205,1127.28204837457
4.495,0.7,26.837650619045,6737.89240192684,12493.9690522122,1333.93389093141,1122.98194976394
4.5,0.7,28.3126380216775,6734.00675196354,12490.3508627105,1334.0476814284,1126.20208499974
4.505,0.7,28.2351495928989,6733.92926353476,12490.2733742817,1333.97019299962,1126.12459657096
4.51,0.7,29.6269156949841,6735.32102963685,12491.6651403838,1335.36195910171,1127.51636267305
4.515,0.7,29.9680028404303,6735.6621167823,12492.0062275292,1335.70304624715,1127.85744981849
4.52,0.7,29.5057385787447,6730.32609878745,12486.8867469799,1334.0396957226,1129.05620629212
4.525,0.7,27.2215975149175,6728.04195772362,12484.6026059161,1331.75555465877,1126.77206522829
4.53,0.7,29.6748614823573,6730.49522169106,12487.0558698836,1334.20881862621,1129.22532919573
4.535,0.7,27.4498298066518,6728.27019001535,12484.8308382078,1331.9837869505,1127.00029752003
4.54,0.7,28.4610303684142,6724.86814378103,12481.5986374886,1331.9433028111,1129.58881356717
4.545,0.7,30.6517668926679,6727.05888030528,12483.7893740129,1334.13403933535,1131.77955009143
4.55,0.7,29.4308822856795,6725.8379956983,12482.5684894059,1332.91315472836,1130.55866548444
4.555,0.7,27.0764573093606,6723.48357072198,12480.2140644296,1330.55872975205,1128.20424050812
4.56,0.7,29.3077717593455,6721.73619725111,12478.5938712031,1331.87741688778,1131.92996557352
4.565,0.7,29.5017903963577,6721.93021588812,12478.7878898401,1332.07143552479,1132.12398421053
4.57,0.7,27.2524215842625,6719.68084707603,12476.538521028,1329.8220667127,1129.87461539843
4.575,0.7,28.3754022548741,6720.80382774664,12477.6615016986,1330.94504738331,1130.99759606905
4.58,0.7,29.8166841853213,6718.67554891827,12475.6215605655,1331.60279463156,1133.85151910703
4.585,0.7,30.1829447046076,6719.04180943755,12475.9878210847,1331.96905515084,1134.21777962631
4.59,0.7,28.1553787923362,6717.01424352528,12473.9602551725,1329.94148923857,1132.19021371404
4.595,0.7,29.8008683350455,6718.65973306799,12475.6057447152,1331.58697878128,1133.83570325675
4.6,0.7,30.6162569549356,6716.28984839471,12473.2889755446,1331.73835101039,1135.98339310088
4.605,0.7,25.0104804132515,6710.68407185303,12467.6831990029,1326.1325744687,1130.3776165592
4.61,0.7,27.1410021753236,6712.8145936151,12469.813720765,1328.26309623078,1132.50813832127
4.615,0.7,28.2433459717012,6713.91693741148,12470.9160645613,1329.36544002715,1133.61048211765
4.62,0.7,26.6757350752079,6709.52415755094,12466.5445985198,1327.24415490692,1133.29651847721
4.625,0.7,26.683869984152,6709.53229245989,12466.5527334287,1327.25228981586,1133.30465338615
4.63,0.7,26.9910330889994,6709.83945556473,12466.8598965336,1327.55945292071,1133.611816491
4.635,0.7,28.6851525367161,6711.53357501245,12468.5540159813,1329.25357236843,1135.30593593872
4.64,0.7,27.5553121385463,6707.91519769439,12464.9283747946,1327.67162692153,1135.35299571996
4.645,0.7,27.5961651967981,6707.95605075264,12464.9692278529,1327.71247997978,1135.39384877821
4.65,0.7,28.4024745255812,6708.76236008142,12465.7755371816,1328.51878930857,1136.200158107
4.655,0.7,31.9414278970834,6712.30131345292,12469.3144905531,1332.05774268007,1139.7391114785
4.66,0.7,30.27601860722,6708.4612827223,12465.4416497868,1330.033429974,1139.17595040875
4.665,0.7,28.1999850204546,6706.38524913553,12463.3656162,1327.95739638724,1137.09991682198
4.67,0.7,29.558370915646,6707.74363503072,12464.7240020952,1329.31578228243,1138.45830271718
4.675,0.7,30.068333497972,6708.25359761305,12465.2339646775,1329.82574486476,1138.9682652995
4.68,0.7,28.9448290104532,6705.24746254793,12462.172317089,1328.42857648716,1138.87461012966
4.685,0.7,26.8370849783496,6703.13971851582,12460.0645730569,1326.32083245505,1136.76686609756
4.69,0.7,31.8729477105261,6708.175581248,12465.1004357891,1331.35669518723,1141.80272882974
4.695,0.7,27.7419852542134,6704.04461879169,12460.9694733328,1327.22573273092,1137.67176637342
4.7,0.7,28.8445151202293,6703.53540460754,12460.3847051144,1328.13227946929,1139.73412972772
4.705,0.7,29.0817837894895,6703.7726732768,12460.6219737837,1328.36954813855,1139.97139839698
4.71,0.7,29.1155846568946,6703.80647414421,12460.6557746511,1328.40334900595,1140.00519926439
4.715,0.7,27.2650481640653,6701.95593765138,12458.8052381582,1326.55281251312,1138.15466277156
4.72,0.7,28.8280932620587,6702.15786230487,12458.9140510958,1327.9903958855,1140.61001295351
4.725,0.7,29.0878929934618,6702.41766203628,12459.1738508272,1328.2501956169,1140.86981268491
4.73,0.7,27.2327733451082,6700.56254238792,12457.3187311788,1326.39507596855,1139.01469303656
4.735,0.7,28.4037501295442,6701.73351917236,12458.4897079632,1327.56605275299,1140.18566982099
4.74,0.7,29.0524492478192,6701.25231454069,12457.9001465109,1328.15304602273,1141.6617138863
4.745,0.7,27.6946296685056,6699.89449496137,12456.5423269316,1326.79522644342,1140.30389430698
4.75,0.7,27.145416358481,6699.34528165135,12455.9931136216,1326.24601313339,1139.75468099696
4.755,0.7,28.0003115306902,6700.20017682356,12456.8480087938,1327.1009083056,1140.60957616917
4.76,0.7,28.983411798939,6700.266047818,12456.7924253526,1328.07967991919,1142.35768889703
4.765,0.7,26.6473034691717,6697.92993948823,12454.4563170229,1325.74357158942,1140.02158056727
4.77,0.7,27.0796289195671,6698.36226493863,12454.8886424733,1326.17589703982,1140.45390601766
4.775,0.7,26.8770097674137,6698.15964578647,12454.6860233211,1325.97327788767,1140.25128686551
4.78,0.7,30.1768518437538,6700.73725889173,12457.1310731497,1329.32016842989,1144.25647643005
4.785,0.7,28.9809105655804,6699.54131761356,12455.9351318715,1328.12422715172,1143.06053515188
4.79,0.7,29.5706562909387,6700.13106333892,12456.5248775969,1328.71397287707,1143.65028087724
4.795,0.7,30.1845485911203,6700.7449556391,12457.1387698971,1329.32786517726,1144.26417317742
4.8,0.7,26.712169903906,6696.7285407269,12452.9805194458,1325.9482813169,1141.44016671457
4.805,0.7,27.7895717625332,6697.80594258553,12454.0579213044,1327.02568317553,1142.51756857319
4.81,0.7,29.7377173595744,6699.75408818257,12456.0060669014,1328.97382877257,1144.46571417023
4.815,0.7,27.8810577847909,6697.89742860779,12454.1494073267,1327.11716919778,1142.60905459545
4.82,0.7,31.7972018912749,6701.43178260129,12457.5343445209,1331.16658284655,1147.11929162475
4.825,0.7,27.4219571919582,6697.05653790197,12453.1590998216,1326.79133814724,1142.74404692543
4.83,0.7,24.8119022203346,6694.44648293035,12450.5490448499,1324.18128317561,1140.13399195381
4.835,0.7,27.6369623575062,6697.27154306752,12453.3741049871,1327.00634331278,1142.95905209098
4.84,0.7,32.2279606484498,6701.62790216682,12457.5750181236,1331.76616237455,1148.09255192069
4.845,0.7,30.5575922568581,6699.95753377523,12455.904649732,1330.09579398296,1146.4221835291
4.85,0.7,27.6645697323543,6697.06451125072,12453.0116272075,1327.20277145845,1143.5291610046
4.855,0.7,31.67609063621,6701.07603215458,12457.0231481114,1331.21429236231,1147.54068190845
4.86,0.7,29.1871840467743,6698.48538073261,12454.2724414367,1328.92517086905,1145.54535258551
4.865,0.7,29.3032698551343,6698.60146654097,12454.3885272451,1329.04125667741,1145.66143839387
4.87,0.7,28.7071184579939,6698.00531514383,12453.7923758479,1328.44510528027,1145.06528699672
4.875,0.7,30.2899843538623,6699.58818103969,12455.3752417438,1330.02797117614,1146.64815289259
4.88,0.7,28.0876115606522,6697.40352410653,12453.0272145753,1328.05208541513,1144.89306808098
4.885,0.7,27.2255123094432,6696.54142485532,12452.1651153241,1327.18998616392,1144.03096882977
4.89,0.7,28.2461175378247,6697.5620300837,12453.1857205524,1328.2105913923,1145.05157405815
4.895,0.7,27.2811937039014,6696.59710624978,12452.2207967185,1327.24566755838,1144.08665022423
4.9,0.7,28.6805357500193,6698.12099581567,12453.579176407,1328.89424824641,1145.88958386025
4.905,0.7,29.4399291069458,6698.8803891726,12454.3385697639,1329.65364160333,1146.64897721717
4.91,0.7,27.560048458582,6697.00050852423,12452.4586891155,1327.77376095497,1144.76909656881
4.915,0.7,25.555601058417,6694.99606112407,12450.4542417154,1325.7693135548,1142.76464916864
4.92,0.7,33.0425409327103,6702.70253534739,12457.994129307,1333.52459268931,1150.61402632835
4.925,0.7,27.4747825646849,6697.13477697936,12452.426370939,1327.95683432128,1145.04626796032
4.93,0.7,27.415186309538,6697.07518072421,12452.3667746838,1327.89723806614,1144.98667170518
4.935,0.7,26.0423261027722,6695.70232051745,12450.993914477,1326.52437785937,1143.61381149841
4.94,0.7,30.5662591342355,6700.52969183146,12455.6545792433,1331.33238620168,1148.46151125074
4.945,0.7,25.0516017220395,6695.01503441927,12450.1399218311,1325.81772878949,1142.94685383854
4.95,0.7,29.8181163683566,6699.78154906559,12454.9064364774,1330.5842434358,1147.71336848486
4.955,0.7,28.9792252241313,6698.94265792136,12454.0675453332,1329.74535229158,1146.87447734064
4.96,0.7,30.4059680255288,6700.74639818082,12455.7053161888,1331.46881530131,1148.58873523587
4.965,0.7,28.213686254036,6698.55411640933,12453.5130344173,1329.27653352982,1146.39645346437
4.97,0.7,29.6018922570647,6699.94232241236,12454.9012404203,1330.66473953285,1147.7846594674
4.975,0.7,28.9121616232307,6699.25259177852,12454.2115097865,1329.97500889901,1147.09492883357
4.98,0.7,28.8293998941741,6699.61075501851,12454.4052041691,1330.1987815065,1147.26577925621
4.985,0.7,27.8992403398262,6698.68059546416,12453.4750446147,1329.26862195215,1146.33561970186
4.99,0.7,28.4110112195846,6699.19236634392,12453.9868154945,1329.78039283191,1146.84739058162
4.995,0.7,26.3745684705908,6697.15592359493,12451.9503727455,1327.74395008292,1144.81094783263
5,0.7,29.302531671517,6700.57979467218,12455.2119512118,1330.98567837967,1147.96089415257
5.005,0.7,27.3883070301256,6698.66557003079,12453.2977265704,1329.07145373828,1146.04666951118
5.01,0.7,27.3443784331415,6698.6216414338,12453.2537979734,1329.02752514129,1146.0027409142
5.015,0.7,27.6457753930692,6698.92303839373,12453.5551949333,1329.32892210122,1146.30413787412
5.02,0.7,29.0216743014884,6700.84154375819,12455.3141777063,1331.02346802087,1147.87258633302
5.025,0.7,29.5731075801251,6701.39297703683,12455.8656109849,1331.5749012995,1148.42401961165
5.03,0.7,28.1848269601712,6700.00469641687,12454.477330365,1330.18662067955,1147.0357389917
5.035,0.7,28.7941834316795,6700.61405288838,12455.0866868365,1330.79597715106,1147.64509546321
5.04,0.7,27.814942324209,6700.21646544376,12454.5328642516,1330.13813793836,1146.83108446886
5.045,0.7,28.0982375444002,6700.49976066395,12454.8161594718,1330.42143315856,1147.11437968905
5.05,0.7,28.8822630334617,6701.28378615302,12455.6001849609,1331.20545864762,1147.89840517811
5.055,0.7,26.0930323020105,6698.49455542156,12452.8109542294,1328.41622791617,1145.10917444666
5.06,0.7,28.3938325121595,6701.40901042021,12455.5729080169,1331.03926718166,1147.54991595801
5.065,0.7,28.5839465765828,6701.59912448463,12455.7630220814,1331.22938124608,1147.74003002244
5.07,0.7,32.3352982949055,6705.35047620295,12459.5143737997,1334.9807329644,1151.49138174076
5.075,0.7,28.7192745051145,6701.73445241316,12455.8983500099,1331.36470917461,1147.87535795097
5.08,0.7,28.5968343798815,6702.25119958461,12456.2667106054,1331.56362459931,1147.86951591274
5.085,0.7,27.8594121998377,6701.51377740457,12455.5292884254,1330.82620241927,1147.13209373269
5.09,0.7,27.4117653665583,6701.06613057129,12455.0816415921,1330.37855558599,1146.68444689941
5.095,0.7,27.7736284414425,6701.42799364617,12455.443504667,1330.74041866087,1147.0463099743
5.1,0.7,28.3938869617152,6702.70705298323,12456.5786119696,1331.67961365194,1147.76168300572
5.105,0.7,26.447762207531,6700.76092822905,12454.6324872154,1329.73348889776,1145.81555825154
5.11,0.7,26.1887011704026,6700.50186719192,12454.3734261783,1329.47442786063,1145.55649721441
5.115,0.7,25.0594094855074,6699.37257550703,12453.2441344934,1328.34513617574,1144.42720552951
5.12,0.7,30.1106465211706,6705.09682982204,12458.829135181,1333.71152847454,1149.55384678097
5.125,0.7,27.9829602267397,6702.96914352761,12456.7014488865,1331.58384218011,1147.42616048654
5.13,0.7,27.71170585232,6702.69788915319,12456.4301945121,1331.31258780569,1147.15490611212
5.135,0.7,30.9821992724737,6705.96838257334,12459.7006879323,1334.58308122584,1150.42539953227
5.14,0.7,29.8140292807307,6705.48254375969,12459.0805062664,1333.72508530262,1149.31461046431
5.145,0.7,27.9458677057905,6703.61438218475,12457.2123446914,1331.85692372768,1147.44644888937
5.15,0.7,29.3175963755981,6704.98611085455,12458.5840733612,1333.22865239749,1148.81817755918
5.155,0.7,28.7771708003962,6704.44568527935,12458.043647786,1332.68822682228,1148.27775198397
5.16,0.7,29.4265340955507,6705.78225851802,12459.2509541467,1333.64173420704,1148.96807414635
5.165,0.7,28.3420787223353,6704.69780314481,12458.1664987735,1332.55727883383,1147.88361877313
5.17,0.7,27.5120871320732,6703.86781155455,12457.3365071832,1331.72728724356,1147.05362718287
5.175,0.7,28.6847339069479,6705.04045832942,12458.5091539581,1332.89993401844,1148.22627395775
5.18,0.7,29.8440469645169,6706.88786580165,12460.2324926695,1334.35645304806,1149.41164018382
5.185,0.7,30.9756994689826,6708.01951830612,12461.364145174,1335.48810555252,1150.54329268828
5.19,0.7,28.4032811600797,6705.44709999722,12458.7917268651,1332.91568724362,1147.97087437938
5.195,0.7,29.0478779857625,6706.0916968229,12459.4363236908,1333.5602840693,1148.61547120506
5.2,0.7,27.8757601568354,6705.6049783901,12458.830817601,1332.67765644026,1147.45593355294
5.205,0.7,26.6776199544089,6704.40683818767,12457.6326773986,1331.47951623783,1146.25779335052
5.21,0.7,29.2634882948168,6706.99270652808,12460.218545739,1334.06538457824,1148.84366169092
5.215,0.7,27.2877115791782,6705.01692981244,12458.2427690233,1332.0896078626,1146.86788497528
5.22,0.7,28.8249540797019,6707.23368660166,12460.3460667784,1333.90796786399,1148.40558523893
5.225,0.7,30.6572488409596,6709.06598136292,12462.1783615396,1335.74026262524,1150.23788000019
5.23,0.7,28.509717066313,6706.91844958827,12460.030829765,1333.5927308506,1148.09034822554
5.235,0.7,28.8603508910398,6707.269083413,12460.3814635897,1333.94336467533,1148.44098205027
5.24,0.7,28.6912110973605,6707.77074740186,12460.7750127005,1334.0464241404,1148.26144783316
5.245,0.7,28.5539438722994,6707.63348017679,12460.6377454755,1333.90915691534,1148.1241806081
5.25,0.7,28.0409795437037,6707.1205158482,12460.1247811469,1333.39619258674,1147.6112162795
5.255,0.7,30.6823490983733,6709.76188540287,12462.7661507015,1336.03756214141,1150.25258583417
5.26,0.7,27.6835800321622,6707.42272493958,12460.3242063421,1333.30163100493,1147.23376203279
5.265,0.7,28.1601285008082,6707.89927340823,12460.8007548107,1333.77817947357,1147.71031050144
5.27,0.7,28.3622782782301,6708.10142318565,12461.0029045881,1333.98032925099,1147.91246027886
5.275,0.7,28.964666321825,6708.70381122924,12461.6052926317,1334.58271729459,1148.51484832245
5.28,0.7,30.7188278649929,6711.10421907161,12463.9082087578,1336.59000629803,1150.24041052699
5.285,0.7,30.3488291991963,6710.73422040582,12463.538210092,1336.22000763223,1149.87041186119
5.29,0.7,26.6613348826832,6707.0467260893,12459.8507157755,1332.53251331572,1146.18291754468
5.295,0.7,26.8570410402402,6707.24243224686,12460.0464219331,1332.72821947328,1146.37862370223
5.3,0.7,28.4652061310555,6709.48160940601,12462.1933380126,1334.57953826847,1147.95068673486
5.305,0.7,27.2199990824366,6708.23640235739,12460.948130964,1333.33433121985,1146.70547968624
5.31,0.7,28.2298683981914,6709.24627167314,12461.9580002797,1334.3442005356,1147.71534900199
5.315,0.7,27.6847006295962,6708.70110390455,12461.4128325111,1333.79903276701,1147.1701812334
5.32,0.7,29.3737980946032,6711.00438097493,12463.6289975528,1335.72112506996,1148.81664445063
5.325,0.7,26.5430592256761,6708.173642106,12460.7982586838,1332.89038620104,1145.9859055817
5.33,0.7,27.2427624697357,6708.87334535006,12461.4979619279,1333.5900894451,1146.68560882576
5.335,0.7,27.7161177072302,6709.34670058756,12461.9713171654,1334.06344468259,1147.15896406326
5.34,0.7,26.7048857173612,6708.93147057129,12461.47402506,1333.27493446135,1146.09946738463
5.345,0.7,28.4587040236486,6710.68528887758,12463.2278433663,1335.02875276764,1147.85328569092
5.35,0.7,28.9932616941956,6711.21984654813,12463.7624010369,1335.56331043819,1148.38784336147
5.355,0.7,27.0691488147983,6709.29573366873,12461.8382881575,1333.63919755879,1146.46373048207
5.36,0.7,25.8162674960564,6708.6195648379,12461.0849928823,1332.59871477951,1145.15778965188
5.365,0.7,28.5509090950374,6711.35420643688,12463.8196344812,1335.33335637849,1147.89243125086
5.37,0.7,29.5128053275782,6712.31610266942,12464.7815307138,1336.29525261104,1148.8543274834
5.375,0.7,27.7742072896514,6710.5775046315,12463.0429326759,1334.55665457311,1147.11572944548
5.38,0.7,29.6397295791715,6712.99955252655,12465.3926624653,1336.62425958754,1148.92416959668
5.385,0.7,28.0267536359054,6711.38657658329,12463.7796865221,1335.01128364427,1147.31119365342
5.39,0.7,29.1798120486872,6712.53963499607,12464.9327449348,1336.16434205705,1148.4642520662
5.395,0.7,29.6374179318957,6712.99724087928,12465.390350818,1336.62194794026,1148.92185794941
5.4,0.7,26.4571764830968,6710.3526372493,12462.6780991153,1333.63353230961,1145.68122325369
5.405,0.7,30.8603990447297,6714.75585981093,12467.0813216769,1338.03675487124,1150.08444581532
5.41,0.7,28.8491732532588,6712.74463401946,12465.0700958854,1336.02552907977,1148.07322002385
5.415,0.7,29.828575455808,6713.72403622201,12466.049498088,1337.00493128232,1149.0526222264
5.42,0.7,28.5662518978901,6712.9759412095,12465.2382775847,1335.92428133291,1147.72724791792
5.425,0.7,28.9290216326075,6713.33871094422,12465.6010473194,1336.28705106763,1148.09001765264
5.43,0.7,27.1303419632255,6711.54003127483,12463.80236765,1334.48837139825,1146.29133798326
5.435,0.7,30.1266101383265,6714.53629944994,12466.7986358251,1337.48463957335,1149.28760615836
5.44,0.7,28.6096189168744,6713.51176923988,12465.7153478178,1336.13931490006,1147.70550514188
5.445,0.7,28.5944764233569,6713.49662674636,12465.7002053243,1336.12417240654,1147.69036264836
5.45,0.7,28.4539179274945,6713.3560682505,12465.5596468285,1335.98361391068,1147.5498041525
5.455,0.7,26.1583285154936,6711.0604788385,12463.2640574165,1333.68802449868,1145.2542147405
5.46,0.7,30.4083083412068,6715.78094178814,12467.9299695017,1338.09984443182,1149.43757179653
5.465,0.7,28.3911994332078,6713.76383288014,12465.9128605937,1336.08273552383,1147.42046288853
5.47,0.7,30.8956294325374,6716.26826287947,12468.4172905931,1338.58716552316,1149.92489288786
5.475,0.7,28.4763968725635,6713.8490303195,12465.9980580331,1336.16793296318,1147.50566032788
5.48,0.7,29.66019471918,6715.48125649587,12467.5797750761,1337.50395592779,1148.62181884313
5.485,0.7,30.3278268941019,6716.14888867079,12468.247407251,1338.17158810271,1149.28945101805
5.49,0.7,27.3995514410715,6713.22061321776,12465.319131798,1335.24331264968,1146.36117556502
5.495,0.7,27.1644825359545,6712.98554431264,12465.0840628929,1335.00824374456,1146.1261066599
5.5,0.7,27.5524638768759,6713.79994211059,12465.8518249485,1335.53907318902,1146.44588156118
5.505,0.7,28.7693839662092,6715.01686219992,12467.0687450379,1336.75599327835,1147.66280165051
5.51,0.7,31.1955721193144,6717.44305035302,12469.494933191,1339.18218143146,1150.08898980362
5.515,0.7,28.2428586191806,6714.49033685289,12466.5422196908,1336.22946793133,1147.13627630349
5.52,0.7,27.5950282466468,6714.24706101794,12466.2560112092,1335.71536915648,1146.42007752904
5.525,0.7,30.8586847805654,6717.51071755186,12469.5196677432,1338.9790256904,1149.68373406295
5.53,0.7,27.020187177915,6713.67221994921,12465.6811701405,1335.14052808775,1145.8452364603
5.535,0.7,30.5364407983885,6717.18847356969,12469.197423761,1338.65678170822,1149.36149008078
5.54,0.7,29.6106110566918,6716.64558143601,12468.6151308934,1337.85584641507,1148.36749341163
5.545,0.7,30.0375457732187,6717.07251615254,12469.0420656099,1338.28278113159,1148.79442812816
5.55,0.7,26.3318134779363,6713.36678385725,12465.3363333147,1334.57704883631,1145.08869583287
5.555,0.7,29.1199540513716,6716.15492443069,12468.1244738881,1337.36518940975,1147.87683640631
5.56,0.7,27.8236347875055,6715.22025465396,12467.1537641804,1336.18522225604,1146.51287595379
5.565,0.7,29.6320797923707,6717.02869965882,12468.9622091853,1337.99366726091,1148.32132095865
5.57,0.7,31.4963454817849,6718.89296534824,12470.8264748747,1339.85793295032,1150.18558664807
5.575,0.7,28.7892465313354,6716.18586639779,12468.1193759242,1337.15083399987,1147.47848769762
5.58,0.7,29.8389192266041,6717.57630262193,12469.476962843,1338.3086236156,1148.46133250392
5.585,0.7,26.2537509076962,6713.99113430303,12465.8917945241,1334.72345529669,1144.87616418501
5.59,0.7,27.4987659497056,6715.23614934504,12467.1368095661,1335.9684703387,1146.12117922702
5.595,0.7,30.2286699163827,6717.96605331171,12469.8667135328,1338.69837430538,1148.8510831937
5.6,0.7,26.7672718147007,6714.82499855918,12466.6958316201,1335.33717456952,1145.32392375599
5.605,0.7,29.1977184474491,6717.25544519193,12469.1262782528,1337.76762120227,1147.75437038874
5.61,0.7,28.9207329045527,6716.97845964903,12468.8492927099,1337.49063565937,1147.47738484584
5.615,0.7,28.359530160979,6716.41725690546,12468.2880899663,1336.9294329158,1146.91618210227
5.62,0.7,26.9878389510005,6715.34600922114,12467.1898711589,1335.65034503823,1145.48001737298
5.625,0.7,30.5777699886146,6718.93594025876,12470.7798021965,1339.24027607584,1149.0699484106
5.63,0.7,25.8128380839432,6714.17100835408,12466.0148702918,1334.47534417117,1144.30501650593
5.635,0.7,31.2602447280581,6719.6184149982,12471.4622769359,1339.92275081529,1149.75242315004
5.64,0.7,29.3462938600356,6717.98557440038,12469.8051581091,1338.09413629142,1147.77547809063
5.645,0.7,26.4172695281724,6715.05655006851,12466.8761337772,1335.16511195956,1144.84645375876
5.65,0.7,29.0787688200617,6717.7180493604,12469.5376330691,1337.82661125145,1147.50795305065
5.655,0.7,29.998381173689,6718.63766171403,12470.4572454227,1338.74622360507,1148.42756540428
5.66,0.7,28.7515484221053,6717.65321103506,12469.4510497463,1337.57779064135,1147.11938170064
5.665,0.7,28.8442693980177,6717.74593201097,12469.5437707222,1337.67051161726,1147.21210267655
5.67,0.7,26.9098677815047,6715.81153039446,12467.6093691057,1335.73611000075,1145.27770106004
5.675,0.7,28.9286137047416,6717.8302763177,12469.628115029,1337.75485592399,1147.29644698327
5.68,0.7,28.5481028126095,6717.69405574198,12469.4725269491,1337.44613915727,1146.85636675679
5.685,0.7,26.1849544302787,6715.33090735965,12467.1093785668,1335.08299077494,1144.49321837446
5.69,0.7,31.1804975818715,6720.32645051124,12472.1049217184,1340.07853392653,1149.48876152605
5.695,0.7,30.774434024103,6719.92038695347,12471.6988581606,1339.67247036877,1149.08269796828
5.7,0.7,28.1135228263517,6717.48633562142,12469.2476653807,1337.07707726455,1146.36411387831
5.705,0.7,29.1015852736418,6718.47439806871,12470.235727828,1338.06513971184,1147.3521763256
5.71,0.7,27.4455931840115,6716.81840597908,12468.5797357384,1336.40914762221,1145.69618423597
5.715,0.7,30.2915792715976,6719.66439206666,12471.425721826,1339.25513370979,1148.54217032356
5.72,0.7,30.7861374211672,6720.36905983979,12472.1153273878,1339.80926075062,1148.98104518428
5.725,0.7,29.6373363577511,6719.22025877637,12470.9665263244,1338.6604596872,1147.83224412086
5.73,0.7,28.4068371072236,6717.98975952584,12469.7360270739,1337.42996043667,1146.60174487034
5.735,0.7,30.1893283529907,6719.77225077161,12471.5185183196,1339.21245168244,1148.3842361161
5.74,0.7,28.411967311089,6718.18894279171,12469.9220854216,1337.48903299608,1146.55325468875
5.745,0.7,30.7703953188603,6720.54737079948,12472.2805134294,1339.84746100385,1148.91168269652
5.75,0.7,29.7892719564036,6719.56624743703,12471.2993900669,1338.8663376414,1147.93055933407
5.755,0.7,29.3518076129246,6719.12878309355,12470.8619257235,1338.42887329792,1147.49309499059
5.76,0.7,29.4717221488903,6719.42739635337,12471.1492144988,1338.59742095926,1147.56150719682
5.765,0.7,25.6132885276601,6715.56896273214,12467.2907808776,1334.73898733803,1143.70307357559
5.77,0.7,29.5014775484976,6719.45715175298,12471.1789698984,1338.62717635887,1147.59126259643
5.775,0.7,28.0573342195808,6718.01300842406,12469.7348265695,1337.18303302995,1146.14711926751
5.78,0.7,28.8752467130718,6718.99497161445,12470.7071340932,1338.04458031809,1146.91568611719
5.785,0.7,27.8246307716016,6717.94435567298,12469.6565181517,1336.99396437662,1145.86507017572
5.79,0.7,32.0346127564726,6722.15433765785,12473.8665001366,1341.20394636149,1150.07505216059
5.795,0.7,27.5374591156253,6717.657184017,12469.3693464957,1336.70679272064,1145.57789851975
5.8,0.7,28.2535171053451,6718.52335106749,12470.2274004414,1337.46179076474,1146.24679119828
5.805,0.7,28.3619377705133,6718.63177173265,12470.3358211065,1337.5702114299,1146.35521186345
5.81,0.7,27.1047730420539,6717.37460700419,12469.0786563781,1336.31304670144,1145.09804713499
5.815,0.7,29.4852762361215,6719.75511019826,12471.4591595722,1338.69354989551,1147.47855032906
5.82,0.7,30.6361631783897,6721.04286744789,12472.7402254602,1339.87897766222,1148.58446240907
5.825,0.7,30.3176332378228,6720.72433750732,12472.4216955196,1339.56044772166,1148.2659324685
5.83,0.7,29.9469856722117,6720.35368994171,12472.051047954,1339.18980015605,1147.89528490289
5.835,0.7,26.5004249007213,6716.90712917022,12468.6044871825,1335.74323938456,1144.4487241314
5.84,0.7,29.5798215147186,6720.11085351942,12471.8028265734,1338.85306437413,1147.48533428702
5.845,0.7,27.761778732604,6718.29281073731,12469.9847837913,1337.03502159202,1145.66729150491
5.85,0.7,30.0643583652412,6720.59539036995,12472.2873634239,1339.33760122465,1147.96987113755
5.855,0.7,26.4795105516981,6717.0105425564,12468.7025156104,1335.75275341111,1144.385023324
5.86,0.7,30.866380536357,6721.50988435973,12473.1976690065,1340.16621683744,1148.73128233477
5.865,0.7,29.4508921935016,6720.09439601688,12471.7821806636,1338.75072849458,1147.31579399192
5.87,0.7,27.5455179817446,6718.18902180512,12469.8768064519,1336.84535428283,1145.41041978016
5.875,0.7,28.9327944337963,6719.57629825717,12471.2640829039,1338.23263073488,1146.79769623221
5.88,0.7,28.3057234695761,6719.05051784558,12470.7352062527,1337.62858609375,1146.13216719184
5.885,0.7,27.797657780304,6718.5424521563,12470.2271405634,1337.12052040448,1145.62410150256
5.89,0.7,25.0088472679123,6715.75364164391,12467.438330051,1334.33170989209,1142.83529099017
5.895,0.7,28.0564073068776,6718.80120168288,12470.48589009,1337.37926993105,1145.88285102914
5.9,0.7,29.1726257756378,6720.00818992526,12471.6907753001,1338.51520538117,1146.96273319464
5.905,0.7,29.0792278677534,6719.91479201738,12471.5973773923,1338.42180747329,1146.86933528675
5.91,0.7,29.3624975034538,6720.19806165308,12471.880647028,1338.70507710899,1147.15260492245
5.915,0.7,30.1323772021519,6720.96794135178,12472.6505267267,1339.47495680769,1147.92248462115
5.92,0.7,29.97852949241,6720.89498710025,12472.5763690456,1339.33776422354,1147.73438377212
5.925,0.7,30.0026502555552,6720.9191078634,12472.6004898087,1339.36188498668,1147.75850453527
5.93,0.7,29.4845550126719,6720.40101262051,12472.0823945659,1338.8437897438,1147.24040929239
